Zona;Provincia;Canton;Distrito;Circuito;Fecha Infracción;Hora Infracción;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;12/04/2014;14:00;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;13/01/2014;13:30;Homicidios;37;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;09/01/2014;8:00;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;27/01/2014;23:10;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;16/03/2014;3:00;Asesinatos;28;MASCULINO;UNION LIBRE;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;06/01/2014;19:45;Asesinatos;84;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CARAPUNGO;22/01/2014;23:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;08/03/2014;5:00;Asesinatos;30;MASCULINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;21/03/2014;20:30;Asesinatos;61;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;LA FERROVIARIA;10/03/2014;12:30;Homicidios;19;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHIMBACALLE;11/05/2014;4:00;Homicidios;25;MASCULINO;NO DETERMINADO;OTROS
ZONA 4;MANABI;MANTA;MANTA;CENTRO;31/01/2014;12:00;Homicidios;38;MASCULINO;CASADO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LA CONDAMINE;01/01/2014;9:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;SANTA_ISABEL;GIRON;LA UNION;12/01/2014;4:45;Homicidios;50;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;04/03/2014;0:15;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;14/02/2014;1:00;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;15/03/2014;2:30;Asesinatos;80;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;JAIME ROLDOS;18/01/2014;10:00;Homicidios;51;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA UNION;16/03/2014;12:00;Homicidios;51;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;14/01/2014;18:00;Sicariatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PORTOVELO;ZARUMA;PORTOVELO;20/04/2014;6:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;19/04/2014;9:00;Asesinatos;27;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;12/01/2014;20:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;EL PROLETARIADO;04/02/2014;14:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;TULCAN;TULCAN;TUFIÑO;18/05/2014;6:45;Asesinatos;48;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;27/02/2014;17:00;Homicidios;30;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;09/04/2014;20:30;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ALBORADA;16/03/2014;2:30;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;13/04/2014;1:45;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;21/02/2014;0:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;01/03/2014;22:30;Asesinatos;60;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PLAYAS;PLAYAS;PLAYAS;22/01/2014;;Homicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;GRAL SERRANO;10/01/2014;0:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;PUEBLO NUEVO;02/04/2014;18:30;Asesinatos;33;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;11/03/2014;20:30;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;13/04/2014;19:30;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;ORQUIDEAS;16/03/2014;0:00;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;14/04/2014;4:45;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;22/01/2014;6:00;Sicariatos;42;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA UNION;07/05/2014;0:30;Homicidios;63;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;02/03/2014;5:00;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;21/03/2014;22:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;24/04/2014;10:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;15/04/2014;22:00;Asesinatos;31;MASCULINO;DIVORCIADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA BOTA;16/04/2014;3:20;Homicidios;24;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;RICAURTE;22/03/2014;5:45;Homicidios;69;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;01/03/2014;21:00;Homicidios;55;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ABDON CALDERON;22/03/2014;16:00;Asesinatos;67;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;EL VECINO;09/04/2014;17:30;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;02/04/2014;7:00;Homicidios;29;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;12/01/2014;7:15;Homicidios;24;MASCULINO;SOLTERO;COLOMBIA
ZONA 7;EL_ORO;MACHALA;MACHALA;PAEZ;28/03/2014;2:30;Homicidios;39;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CUBA;30/01/2014;22:30;Asesinatos;58;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;LOS ESTEROS;30/07/2014;19:15;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;30/01/2014;17:45;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;22/03/2014;5:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;TURUBAMBA;19/04/2014;3:30;Homicidios;36;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;23/03/2014;0:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;LAS TOTORAS;31/01/2014;18:40;Homicidios;72;FEMENINO;DIVORCIADO;ECUADOR
ZONA 4;MANABI;24_DE_MAYO;24 DE MAYO;BELLAVISTA;28/03/2014;0:45;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;FLORIDA;06/04/2014;22:00;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;31/01/2014;19:30;Asesinatos;23;MASCULINO;UNION LIBRE;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;15/04/2014;19:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;23/03/2014;23:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CENTRO;09/01/2014;9:00;Homicidios;60;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/04/2014;7:00;Homicidios;46;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;SAN FRANCISCO;28/03/2014;17:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;ACHIOTE;14/02/2014;11:00;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;SAN LUIS;05/02/2014;10:00;Homicidios;40;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;10/04/2014;15:30;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA ROLDOS;20/04/2014;1:00;Homicidios;16;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;28/03/2014;16:00;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;25/03/2014;11:30;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;18/04/2014;6:30;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE ESTE;27/04/2014;15:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;01/01/2014;3:30;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VICTORIA;24/04/2014;15:40;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MONTE BELLO;29/03/2014;9:00;Asesinatos;74;MASCULINO;CASADO;CHILE
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;01/04/2014;22:45;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;24/04/2014;12:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/03/2014;20:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;31/03/2014;22:30;Sicariatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;01/08/2014;1:30;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SAN SEBASTIAN;28/02/2014;0:00;Asesinatos;11;FEMENINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LICTO;21/01/2014;17:00;Asesinatos;1;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;EL GUABITO;09/02/2014;1:15;Asesinatos;42;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;JUNQUILLAL;31/01/2014;22:00;Homicidios;33;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;7 LAGOS;02/04/2014;13:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;VERDE LOMA;17/04/2014;21:00;Asesinatos;47;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;GUAYAS;BALAO;NARANJAL BALAO;SAN CARLOS;22/01/2014;14:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;27/04/2014;20:00;Asesinatos;32;FEMENINO;CASADO;ECUADOR
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;TORATA;01/01/2014;17:00;Asesinatos;40;FEMENINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;SAN CARLOS;21/02/2014;18:45;Asesinatos;44;MASCULINO;DIVORCIADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;29/03/2014;0:00;Homicidios;40;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUINSALOMA;VENTANAS;QUINSALOMA;02/02/2014;4:30;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;17/01/2014;11:30;Homicidios;29;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;23/01/2014;15:30;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;SAN_MIGUEL_DE_SALCEDO;SAN MIGUEL;BALSAPAMBA;15/03/2014;10:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;27/04/2014;20:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR CENTRO;02/03/2014;20:30;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;30/01/2014;5:20;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;IÑAQUITO;28/04/2014;9:30;Homicidios;59;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;16/01/2014;14:20;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;07/04/2014;23:00;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;18/01/2014;2:30;Homicidios;73;FEMENINO;VIUDO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;AMAZONAS;20/04/2014;12:00;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;LAS PRADERAS;17/04/2014;0:00;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE SAUCES;03/03/2014;12:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;01/01/2014;16:00;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;VIRGEN DE FATIMA;13/03/2014;12:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;10/04/2014;18:30;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;AMAGUAÑA CENTRO;05/02/2014;11:45;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/03/2014;20:00;Asesinatos;29;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SAN MATEO;17/01/2014;8:00;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;MILAGRO;MILAGRO;ALMEIDA;07/03/2014;10:00;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;LA IBERIA;06/05/2014;23:00;Homicidios;14;FEMENINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;MOCACHE;QUEVEDO;MOCACHE;07/02/2014;0:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;IÑAQUITO;26/03/2014;15:30;Homicidios;57;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/03/2014;20:00;Asesinatos;46;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;MACARA;MACARA;MACARA;19/04/2014;19:00;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;AMAGUAÑA CENTRO;05/02/2014;11:45;Homicidios;63;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;27/01/2014;5:40;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;04/01/2014;14:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;PANECILLO;25/04/2014;23:00;Homicidios;38;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;21/04/2014;23:30;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;ISIDRO_AYORA;PEDRO CARBO;ISIDRO AYORA;13/03/2014;20:30;Asesinatos;77;MASCULINO;VIUDO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;11/04/2014;21:30;Asesinatos;52;MASCULINO;CASADO;ECUADOR
ZONA 3;COTOPAXI;SAN_MIGUEL_DE_SALCEDO;SALCEDO;SALCEDO;14/02/2014;2:00;Homicidios;19;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;30/04/2014;17:15;Asesinatos;58;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;25/02/2014;18:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;25/02/2014;0:00;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/03/2014;20:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;BIBLIAN;AZOGUES;BIBLIAN;19/04/2014;21:00;Homicidios;17;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;02/02/2014;18:00;Asesinatos;40;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;21/04/2014;20:00;Homicidios;8;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;04/04/2014;12:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;SAN_PEDRO_DE_HUACA;TULCAN;SAN PEDRO DE HUACA;27/04/2014;15:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/03/2014;20:00;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;09/03/2014;12:00;Homicidios;10;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;04/04/2014;12:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;18/03/2014;19:10;Asesinatos;25;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;FUMISA;31/03/2014;10:00;Asesinatos;50;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;PALESTINA;BALZAR;PALESTINA;08/04/2014;22:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;ALAUSI;ALAUSI;TIXAN;22/02/2014;1:00;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;20/01/2014;5:30;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PUEBLO_VIEJO;PUEBLOVIEJO;PUEBLO VIEJO;21/03/2014;7:15;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;CHAMANGA;12/04/2014;21:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;09/03/2014;21:30;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;12/04/2014;21:15;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;08/03/2014;19:30;Asesinatos;51;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;07/02/2014;13:45;Homicidios;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;CEIBOS;LOS CEIBOS;15/02/2014;23:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;14/01/2014;15:00;Asesinatos;39;FEMENINO;DIVORCIADO;ECUADOR
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;21/02/2014;8:00;Homicidios;53;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;VERNAZA;24/04/2014;22:00;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;26/01/2014;0:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;07/03/2014;8:22;Asesinatos;57;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;PONCIANO;07/02/2014;0:30;Homicidios;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;PALENQUE;VINCES;PALENQUE;02/02/2014;5:15;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;EL PROLETARIADO;29/03/2014;2:15;Homicidios;56;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/01/2014;22:45;Asesinatos;40;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR CENTRO;02/03/2014;20:30;Homicidios;37;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;25/02/2014;13:40;Homicidios;42;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PEDRO_CARBO;PEDRO CARBO;PEDRO CARBO;20/03/2014;23:45;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;02/03/2014;18:00;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;09/04/2014;20:30;Asesinatos;35;MASCULINO;SOLTERO;COLOMBIA
ZONA 5;LOS_RIOS;VINCES;VINCES;VINCES SUR;12/04/2014;23:50;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;15/02/2014;3:20;Homicidios;37;MASCULINO;DIVORCIADO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/01/2014;22:45;Asesinatos;49;MASCULINO;CASADO;ECUADOR
